year,month,hour,period,district_cn,district_en,zone,headcount,month_total_arrivals,daily_bus_departures,departures_share_pct,supply_demand_ratio
2026,6,5,05:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,10876,2801152.0,155940.0,66.58,1.577
2026,6,5,05:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,559,2801152.0,155940.0,66.58,1.577
2026,6,5,05:00,筷子基區,Fai Chi Kei,Macau Peninsula,478,2801152.0,155940.0,66.58,1.577
2026,6,5,05:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,2859,2801152.0,66570.0,28.42,0.507
2026,6,5,05:00,路環區,Coloane,Coloane,1457,2801152.0,11693.0,4.99,2.988
2026,6,5,05:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,1652,2801152.0,66570.0,28.42,0.507
2026,6,5,05:00,青洲區,Ilha Verde,Macau Peninsula,314,2801152.0,155940.0,66.58,1.577
2026,6,5,05:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1099,2801152.0,155940.0,66.58,1.577
2026,6,5,05:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,369,2801152.0,66570.0,28.42,0.507
2026,6,5,05:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,304,2801152.0,155940.0,66.58,1.577
2026,6,5,05:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,239,2801152.0,66570.0,28.42,0.507
2026,6,6,06:00,新橋區,Barca,Macau Peninsula,1131,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,中區,Baixa de Macau,Macau Peninsula,4464,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,3695,2801152.0,66570.0,28.42,0.507
2026,6,6,06:00,台山區,Tamagnini Barbosa,Macau Peninsula,1342,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,1350,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,784,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,8366,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,51265,2801152.0,66570.0,28.42,0.507
2026,6,6,06:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,1482,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,下環區,Barra/Manduco,Macau Peninsula,2140,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,750,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,林茂塘區,Doca do Lamau,Macau Peninsula,504,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,2326,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,10963,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,563,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,筷子基區,Fai Chi Kei,Macau Peninsula,487,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,2847,2801152.0,66570.0,28.42,0.507
2026,6,6,06:00,路環區,Coloane,Coloane,1470,2801152.0,11693.0,4.99,2.988
2026,6,6,06:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,1656,2801152.0,66570.0,28.42,0.507
2026,6,6,06:00,青洲區,Ilha Verde,Macau Peninsula,315,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1116,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,368,2801152.0,66570.0,28.42,0.507
2026,6,6,06:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,308,2801152.0,155940.0,66.58,1.577
2026,6,6,06:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,245,2801152.0,66570.0,28.42,0.507
2026,6,7,07:00,新橋區,Barca,Macau Peninsula,1154,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,中區,Baixa de Macau,Macau Peninsula,4433,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,3732,2801152.0,66570.0,28.42,0.507
2026,6,7,07:00,台山區,Tamagnini Barbosa,Macau Peninsula,1513,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,1383,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,807,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,8308,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,51087,2801152.0,66570.0,28.42,0.507
2026,6,7,07:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,1889,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,下環區,Barra/Manduco,Macau Peninsula,2177,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,758,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,林茂塘區,Doca do Lamau,Macau Peninsula,522,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,2346,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,11095,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,579,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,筷子基區,Fai Chi Kei,Macau Peninsula,504,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,2880,2801152.0,66570.0,28.42,0.507
2026,6,7,07:00,路環區,Coloane,Coloane,1520,2801152.0,11693.0,4.99,2.988
2026,6,7,07:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,1723,2801152.0,66570.0,28.42,0.507
2026,6,7,07:00,青洲區,Ilha Verde,Macau Peninsula,335,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1083,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,392,2801152.0,66570.0,28.42,0.507
2026,6,7,07:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,317,2801152.0,155940.0,66.58,1.577
2026,6,7,07:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,247,2801152.0,66570.0,28.42,0.507
2026,6,8,08:00,新橋區,Barca,Macau Peninsula,1164,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,中區,Baixa de Macau,Macau Peninsula,4493,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,3800,2801152.0,66570.0,28.42,0.507
2026,6,8,08:00,台山區,Tamagnini Barbosa,Macau Peninsula,1725,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,1481,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,873,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,8370,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,51182,2801152.0,66570.0,28.42,0.507
2026,6,8,08:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,2305,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,下環區,Barra/Manduco,Macau Peninsula,2203,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,781,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,林茂塘區,Doca do Lamau,Macau Peninsula,544,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,2406,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,11222,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,582,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,筷子基區,Fai Chi Kei,Macau Peninsula,536,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,2984,2801152.0,66570.0,28.42,0.507
2026,6,8,08:00,路環區,Coloane,Coloane,1588,2801152.0,11693.0,4.99,2.988
2026,6,8,08:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,1818,2801152.0,66570.0,28.42,0.507
2026,6,8,08:00,青洲區,Ilha Verde,Macau Peninsula,378,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1093,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,435,2801152.0,66570.0,28.42,0.507
2026,6,8,08:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,342,2801152.0,155940.0,66.58,1.577
2026,6,8,08:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,256,2801152.0,66570.0,28.42,0.507
2026,6,9,09:00,新橋區,Barca,Macau Peninsula,1192,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,中區,Baixa de Macau,Macau Peninsula,4762,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,3858,2801152.0,66570.0,28.42,0.507
2026,6,9,09:00,台山區,Tamagnini Barbosa,Macau Peninsula,2077,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,1588,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,1024,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,8679,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,51573,2801152.0,66570.0,28.42,0.507
2026,6,9,09:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,2970,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,下環區,Barra/Manduco,Macau Peninsula,2220,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,853,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,林茂塘區,Doca do Lamau,Macau Peninsula,562,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,2491,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,11316,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,612,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,筷子基區,Fai Chi Kei,Macau Peninsula,619,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,3165,2801152.0,66570.0,28.42,0.507
2026,6,9,09:00,路環區,Coloane,Coloane,1741,2801152.0,11693.0,4.99,2.988
2026,6,9,09:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,2220,2801152.0,66570.0,28.42,0.507
2026,6,9,09:00,青洲區,Ilha Verde,Macau Peninsula,459,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1101,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,457,2801152.0,66570.0,28.42,0.507
2026,6,9,09:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,389,2801152.0,155940.0,66.58,1.577
2026,6,9,09:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,272,2801152.0,66570.0,28.42,0.507
2026,6,10,10:00,新橋區,Barca,Macau Peninsula,1277,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,中區,Baixa de Macau,Macau Peninsula,5380,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,3819,2801152.0,66570.0,28.42,0.507
2026,6,10,10:00,台山區,Tamagnini Barbosa,Macau Peninsula,2671,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,1868,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,1268,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,9311,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,52174,2801152.0,66570.0,28.42,0.507
2026,6,10,10:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,5237,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,下環區,Barra/Manduco,Macau Peninsula,2230,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,1014,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,林茂塘區,Doca do Lamau,Macau Peninsula,597,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,2893,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,11468,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,633,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,筷子基區,Fai Chi Kei,Macau Peninsula,606,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,3291,2801152.0,66570.0,28.42,0.507
2026,6,10,10:00,路環區,Coloane,Coloane,1899,2801152.0,11693.0,4.99,2.988
2026,6,10,10:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,3308,2801152.0,66570.0,28.42,0.507
2026,6,10,10:00,青洲區,Ilha Verde,Macau Peninsula,480,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1067,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,496,2801152.0,66570.0,28.42,0.507
2026,6,10,10:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,434,2801152.0,155940.0,66.58,1.577
2026,6,10,10:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,294,2801152.0,66570.0,28.42,0.507
2026,6,11,11:00,新橋區,Barca,Macau Peninsula,1471,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,中區,Baixa de Macau,Macau Peninsula,6854,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,3759,2801152.0,66570.0,28.42,0.507
2026,6,11,11:00,台山區,Tamagnini Barbosa,Macau Peninsula,3318,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,2285,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,1617,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,10372,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,53841,2801152.0,66570.0,28.42,0.507
2026,6,11,11:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,7223,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,下環區,Barra/Manduco,Macau Peninsula,2327,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,1231,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,林茂塘區,Doca do Lamau,Macau Peninsula,654,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,3430,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,11496,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,674,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,筷子基區,Fai Chi Kei,Macau Peninsula,631,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,3560,2801152.0,66570.0,28.42,0.507
2026,6,11,11:00,路環區,Coloane,Coloane,2146,2801152.0,11693.0,4.99,2.988
2026,6,11,11:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,4945,2801152.0,66570.0,28.42,0.507
2026,6,11,11:00,青洲區,Ilha Verde,Macau Peninsula,504,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1043,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,589,2801152.0,66570.0,28.42,0.507
2026,6,11,11:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,481,2801152.0,155940.0,66.58,1.577
2026,6,11,11:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,322,2801152.0,66570.0,28.42,0.507
2026,6,12,12:00,新橋區,Barca,Macau Peninsula,1751,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,中區,Baixa de Macau,Macau Peninsula,9354,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,3736,2801152.0,66570.0,28.42,0.507
2026,6,12,12:00,台山區,Tamagnini Barbosa,Macau Peninsula,3450,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,2279,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,1727,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,12067,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,56634,2801152.0,66570.0,28.42,0.507
2026,6,12,12:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,6909,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,下環區,Barra/Manduco,Macau Peninsula,2447,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,1418,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,林茂塘區,Doca do Lamau,Macau Peninsula,730,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,4246,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,11431,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,742,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,筷子基區,Fai Chi Kei,Macau Peninsula,685,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,4143,2801152.0,66570.0,28.42,0.507
2026,6,12,12:00,路環區,Coloane,Coloane,2444,2801152.0,11693.0,4.99,2.988
2026,6,12,12:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,6287,2801152.0,66570.0,28.42,0.507
2026,6,12,12:00,青洲區,Ilha Verde,Macau Peninsula,537,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1039,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,748,2801152.0,66570.0,28.42,0.507
2026,6,12,12:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,478,2801152.0,155940.0,66.58,1.577
2026,6,12,12:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,350,2801152.0,66570.0,28.42,0.507
2026,6,13,13:00,新橋區,Barca,Macau Peninsula,1819,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,中區,Baixa de Macau,Macau Peninsula,12118,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,3891,2801152.0,66570.0,28.42,0.507
2026,6,13,13:00,台山區,Tamagnini Barbosa,Macau Peninsula,3318,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,2164,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,1823,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,13788,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,58826,2801152.0,66570.0,28.42,0.507
2026,6,13,13:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,6488,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,下環區,Barra/Manduco,Macau Peninsula,2721,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,1231,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,林茂塘區,Doca do Lamau,Macau Peninsula,799,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,4603,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,11537,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,816,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,筷子基區,Fai Chi Kei,Macau Peninsula,779,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,5455,2801152.0,66570.0,28.42,0.507
2026,6,13,13:00,路環區,Coloane,Coloane,2627,2801152.0,11693.0,4.99,2.988
2026,6,13,13:00,北安及大潭山區,Pac On & Taipa Grande,Taipa & Cotai,6702,2801152.0,66570.0,28.42,0.507
2026,6,13,13:00,青洲區,Ilha Verde,Macau Peninsula,540,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,南西灣及主教山區,Praia Grande & Penha,Macau Peninsula,1120,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,海洋及小潭山區,Jardins do Oceano & Taipa Pequena,Taipa & Cotai,790,2801152.0,66570.0,28.42,0.507
2026,6,13,13:00,東望洋區(松山區),Ferreira do Amaral (Guia),Macau Peninsula,402,2801152.0,155940.0,66.58,1.577
2026,6,13,13:00,大學及北安灣區,Universidade & Baía de Pac On,Taipa & Cotai,336,2801152.0,66570.0,28.42,0.507
2026,6,14,14:00,新橋區,Barca,Macau Peninsula,1926,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,中區,Baixa de Macau,Macau Peninsula,14058,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,氹仔中心區,Baixa da Taipa,Taipa & Cotai,4086,2801152.0,66570.0,28.42,0.507
2026,6,14,14:00,台山區,Tamagnini Barbosa,Macau Peninsula,3071,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,黑沙環新填海區,Novos Aterros da Areia Preta,Macau Peninsula,2048,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,望廈及水塘區,Móng Há & Reservatório,Macau Peninsula,1714,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,外港及南灣湖新填海區,Novos Aterros do Porto Exterior & Aterros da Baía da Praia Grande,Macau Peninsula,15094,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,路氹填海區,COTAI Reclamation Area,Taipa & Cotai,60796,2801152.0,66570.0,28.42,0.507
2026,6,14,14:00,黑沙環及祐漢區,Areia Preta & Iao Hon,Macau Peninsula,5953,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,下環區,Barra/Manduco,Macau Peninsula,2763,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,荷蘭園區,Conselheiro Ferreira de Almeida,Macau Peninsula,1325,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,林茂塘區,Doca do Lamau,Macau Peninsula,781,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,沙梨頭及大三巴區,Patane & São Paulo,Macau Peninsula,4995,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,新口岸區,Zona de Aterros do Porto Exterior,Macau Peninsula,11566,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,高士德及雅廉訪區,Horta e Costa & Ouvidor Arriaga,Macau Peninsula,859,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,筷子基區,Fai Chi Kei,Macau Peninsula,816,2801152.0,155940.0,66.58,1.577
2026,6,14,14:00,氹仔舊城及馬場區,Cidade & Hipódromo da Taipa,Taipa & Cotai,6746,2801152.0,66570.0,28.42,0.507
2026,6,14,14:00,路環區,Coloane,Coloane,2633,2801152.0,11693.0,4.99,2.988
