stop_code,zone,weekdays,weekends,holidays,code,nameCht,n_routes,lat,lng
M1_6,Macau Peninsula,130.5194805194805,130.5194805194805,143.48571428571427,M1_6,關閘總站,1,22.21486,113.549034
M1_9,Macau Peninsula,598.8717948717949,598.8717948717949,612.6923076923076,M1_9,關閘總站,2,22.215421,113.549137
M200_1,Macau Peninsula,481.80856307435255,472.84479495841055,433.39047451256755,M200_1,沙欄仔,5,22.198806,113.537423
M201_1,Macau Peninsula,543.4960630743525,534.5322949584105,487.04956542165843,M201_1,白鴿巢前地,6,22.199194,113.539465
M202_1,Macau Peninsula,214.31980258067213,214.31980258067213,224.07830687830685,M202_1,南光大廈,2,22.192072,113.546752
M203_1,Macau Peninsula,909.1991341991342,909.1991341991342,838.5809745809746,M203_1,媽閣廟站,8,22.187032,113.531091
M203_2,Macau Peninsula,449.39452988531934,439.01141300220246,409.2968313136612,M203_2,媽閣廟站,8,22.18699,113.53103
M204_1,Macau Peninsula,90.18888888888888,84.35555555555555,81.97979797979798,M204_1,河邊新街/豐順新邨,1,22.18809,113.531662
M205_1,Macau Peninsula,321.5181818181818,312.4987012987013,298.7151515151515,M205_1,跨境工業區,4,22.212083,113.534522
M206_2,Macau Peninsula,838.7832538245015,818.7213490625967,687.584327754871,M206_2,黑沙環新街/建華,10,22.208506,113.55447
M207_1,Macau Peninsula,435.0137085137085,435.0137085137085,412.7162654110022,M207_1,馬場北大馬路,4,22.214072,113.553849
M208_1,Macau Peninsula,371.0887445887446,366.7056277056277,335.6363636363636,M208_1,青翠花園,4,22.209586,113.536897
M209_1,Macau Peninsula,473.0808080808081,455.041847041847,427.47474747474746,M209_1,青洲總站,3,22.209354,113.536326
M209_2,Macau Peninsula,312.93881673881674,312.93881673881674,277.2070267896355,M209_2,青洲總站,3,22.210022,113.536125
M20_2,Macau Peninsula,216.06280193236717,216.06280193236717,203.55555555555554,M20_2,青洲坊總站,1,22.211952,113.54371
M20_3,Macau Peninsula,252.98124098124097,172.98124098124097,139.2150072150072,M20_3,青洲坊總站,3,22.211887,113.543532
M20_5,Macau Peninsula,96.0,96.0,,M20_5,青洲坊總站,1,22.21179,113.543513
M20_6,Macau Peninsula,243.0,243.0,223.63636363636363,M20_6,青洲坊總站,1,22.21175,113.543755
M210_1,Macau Peninsula,175.53333333333333,170.89696969696968,160.53333333333333,M210_1,青洲/美樂花園,2,22.213228,113.537941
M211_1,Macau Peninsula,549.4792207792208,540.4597402597402,490.94440052700924,M211_1,青洲/鴨涌河,6,22.213351,113.537704
M213_1,Macau Peninsula,58.90909090909091,,,M213_1,俾若翰街/快富樓,1,22.206768,113.538277
M214_1,Macau Peninsula,473.6574649183345,470.5270301357258,434.8068783068783,M214_1,永寧廣場總站,4,22.213237,113.552415
M214_2,Macau Peninsula,263.7142857142857,263.7142857142857,245.57142857142856,M214_2,永寧廣場總站,2,22.212767,113.553525
M214_3,Macau Peninsula,207.44317920404876,204.31274442144007,187.09259259259258,M214_3,永寧廣場總站,2,22.212371,113.554122
M215_1,Macau Peninsula,184.18412698412698,169.95555555555555,179.1191919191919,M215_1,福泰工業大廈,2,22.208965,113.552807
M216_1,Macau Peninsula,435.0137085137085,435.0137085137085,412.7162654110022,M216_1,馬場東大馬路,4,22.211565,113.553773
M219_1,Macau Peninsula,355.55509938090586,355.55509938090586,262.85943597997925,M219_1,勞動節大馬路,5,22.209717,113.555169
M219_2,Macau Peninsula,690.9790382819795,670.9171335200747,602.9609427609428,M219_2,勞動節大馬路,8,22.209655,113.555244
M21_1,Macau Peninsula,52.68035190615836,23.225806451612904,23.225806451612904,M21_1,青洲/嘉應花園,2,22.210686,113.543569
M21_2,Macau Peninsula,836.494032764621,827.4745522451404,759.3612766318648,M21_2,青洲/嘉應花園,9,22.210691,113.543528
M220_1,Macau Peninsula,381.1980676328502,381.1980676328502,331.92929292929296,M220_1,祐漢街市,3,22.211546,113.551907
M220_2,Macau Peninsula,1026.5900263796436,1003.3976868351301,939.9393075474669,M220_2,祐漢街市,10,22.211531,113.552034
M222_1,Macau Peninsula,260.7977018764495,260.7977018764495,211.87025089605734,M222_1,看台街,4,22.213174,113.550189
M222_2,Macau Peninsula,430.79402722880985,430.79402722880985,383.22958912432597,M222_2,看台街,4,22.213163,113.550283
M224_1,Macau Peninsula,1107.6316942979347,1090.2726880867544,1010.2441012146894,M224_1,永康街/麗華,9,22.210001,113.551404
M225_1,Macau Peninsula,395.23992021050844,395.23992021050844,409.8263078968961,M225_1,看台街/騎士馬路,4,22.213248,113.549461
M226_1,Macau Peninsula,384.8060224089636,384.8060224089636,288.95286195286195,M226_1,勞動節街/中葡職業技術學校,4,22.209815,113.554301
M227_1,Macau Peninsula,719.8079810688506,716.677546286242,663.678388060741,M227_1,長壽大馬路/勝意樓,6,22.210639,113.550798
M228_1,Macau Peninsula,303.3333333333333,303.3333333333333,236.66666666666669,M228_1,祐漢第二街,1,22.211525,113.550242
M229_1,Macau Peninsula,321.24747474747477,321.24747474747477,338.3001443001443,M229_1,三角花園,3,22.210594,113.548308
M22_1,Macau Peninsula,800.1409331289237,751.1214526094432,691.1063504332533,M22_1,青洲/聖德蘭學校,12,22.210937,113.541906
M230_1,Macau Peninsula,92.39285714285714,92.39285714285714,65.6,M230_1,高利亞海軍上將/政府綜合服務大樓,1,22.208404,113.552866
M231_1,Macau Peninsula,223.4595238095238,223.4595238095238,135.6,M231_1,馬場東大馬路/黑沙環衛生中心,3,22.212267,113.554161
M232_1,Macau Peninsula,238.54759031817855,238.54759031817855,234.34429361488185,M232_1,勞動節街/裕華,2,22.209611,113.554241
M233_1,Macau Peninsula,735.8040900418139,715.7421852799091,666.0466570466571,M233_1,東北大馬路/東華,8,22.206821,113.555332
M234_1,Macau Peninsula,525.1861628709455,525.1861628709455,464.4821548821549,M234_1,東北大馬路/海濱,5,22.206872,113.555225
M235_1,Macau Peninsula,748.1360907208733,748.1360907208733,580.093081187818,M235_1,東北大馬路/保利達,9,22.208918,113.557199
M236_1,Macau Peninsula,666.3511994541407,666.3511994541407,523.1402928226457,M236_1,黑沙環中街/黑沙環衛生中心,7,22.211735,113.555045
M237_1,Macau Peninsula,287.8712953712954,287.8712953712954,249.5732894556424,M237_1,社會工作局,2,22.198035,113.544548
M238_1,Macau Peninsula,92.39285714285714,92.39285714285714,65.6,M238_1,黑沙環海邊馬路,1,22.207554,113.553553
M239_1,Macau Peninsula,462.1131192076563,462.1131192076563,371.9019665488256,M239_1,外港碼頭,6,22.197568,113.557591
M239_2,Macau Peninsula,820.5682879212292,801.9565996095408,734.7094017094017,M239_2,外港碼頭,9,22.197547,113.557349
M239_3,Macau Peninsula,503.2124542124542,503.2124542124542,523.1288156288156,M239_3,外港碼頭,2,22.197475,113.557622
M239_4,Macau Peninsula,266.6,254.010101010101,248.010101010101,M239_4,外港碼頭,2,22.197467,113.557311
M241_1,Macau Peninsula,1079.3275835275836,1049.784582084582,992.7377807377807,M241_1,金蓮花廣場,11,22.194511,113.552933
M242_1,Macau Peninsula,245.11671554252197,245.11671554252197,212.99723502304147,M242_1,友誼馬路/海港街,4,22.196036,113.555625
M243_1,Macau Peninsula,256.8984126984127,212.26204906204907,178.75555555555556,M243_1,何賢公園,3,22.192626,113.548727
M244_1,Macau Peninsula,1000.5809858418554,997.4505510592467,880.8983240930609,M244_1,中心街,10,22.212304,113.552077
M245_1,Macau Peninsula,287.8712953712954,287.8712953712954,249.5732894556424,M245_1,鏡湖醫院,2,22.199081,113.543392
M246_1,Macau Peninsula,526.1525506356388,506.0906458737341,490.9650006855889,M246_1,永華街,5,22.210502,113.552621
M247_1,Macau Peninsula,768.732488753077,708.732488753077,506.7545666751549,M247_1,海上居,10,22.213373,113.555824
M248_1,Macau Peninsula,524.7,339.9,,M248_1,關閘東側上落客區,6,22.215978,113.549825
M249_1,Macau Peninsula,532.148013750955,438.14801375095493,393.2128427128427,M249_1,新口岸/馬德里街,6,22.187587,113.550964
M24_1,Macau Peninsula,272.0887445887446,267.7056277056277,238.54545454545453,M24_1,青洲/聖若瑟中學,3,22.21109,113.540088
M250_1,Macau Peninsula,338.0929060187125,333.4565423823488,269.88381510962154,M250_1,新口岸/柏嘉街,6,22.186907,113.550194
M251_1,Macau Peninsula,722.8464264493676,624.210062813004,523.9112554112554,M251_1,捐血中心,9,22.188866,113.550403
M252_1,Macau Peninsula,454.21616161616157,454.21616161616157,332.2828282828283,M252_1,新口岸/科英布拉街,3,22.188419,113.550113
M253_1,Macau Peninsula,281.47472420053066,276.83836056416703,248.06563329143972,M253_1,宋玉生廣場/建興龍,4,22.189126,113.551097
M254_1,Macau Peninsula,967.3626591414068,956.6845927633404,908.8838151096215,M254_1,友誼馬路/行車天橋,9,22.194852,113.554846
M254_2,Macau Peninsula,411.01180982759934,396.7832383990279,344.56593698698964,M254_2,友誼馬路/行車天橋,5,22.194779,113.554791
M255_1,Macau Peninsula,313.1155462184874,313.1155462184874,293.92063492063494,M255_1,馬六甲街,3,22.195501,113.554645
M256_1,Macau Peninsula,652.3960656990068,652.3960656990068,532.5446891272978,M256_1,澳門文化中心,7,22.18777,113.554264
M257_1,Macau Peninsula,579.7661955691367,539.7661955691367,415.0310245310245,M257_1,新口岸/文化中心,8,22.187596,113.554219
M258_1,Macau Peninsula,292.6409090909091,292.6409090909091,226.73968253968252,M258_1,宋玉生廣場/東南亞,4,22.188452,113.551385
M259_1,Macau Peninsula,652.3960656990068,652.3960656990068,532.5446891272978,M259_1,孫逸仙大馬路/金沙,7,22.189935,113.55574
M25_1,Macau Peninsula,394.95598845598846,356.48196248196246,308.87571365832235,M25_1,青洲/自來水公司,5,22.211152,113.540043
M261_1,Macau Peninsula,359.1007326007326,359.1007326007326,341.49584837820134,M261_1,約翰四世大馬路/馬統領街,3,22.191657,113.542478
M262_1,Macau Peninsula,979.9453648346837,918.0362739255928,827.0242413432277,M262_1,城市日大馬路/波爾圖街,11,22.187424,113.548638
M263_1,Macau Peninsula,1010.8439611727088,912.2075975363451,781.3077539159133,M263_1,仙德麗街,13,22.189172,113.546269
M264_1,Macau Peninsula,579.7661955691367,539.7661955691367,415.0310245310245,M264_1,勵庭海景酒店,8,22.189904,113.556658
M265_1,Macau Peninsula,391.84411764705885,391.84411764705885,292.8492063492064,M265_1,漁人碼頭會展中心,5,22.194389,113.555208
M266_1,Macau Peninsula,278.69801375095494,278.69801375095494,204.03030303030303,M266_1,澳門科學館,3,22.187106,113.556515
M266_2,Macau Peninsula,194.25,194.25,189.1825396825397,M266_2,澳門科學館,2,22.186972,113.556581
M267_1,Macau Peninsula,628.5982683982684,623.9619047619047,550.2171277997365,M267_1,工業園街,4,22.211594,113.534823
M268_1,Macau Peninsula,449.1186519102478,445.84592463752057,418.55080472475356,M268_1,城市日前地,7,22.187225,113.547838
M26_1,Macau Peninsula,112.55050505050505,112.55050505050505,94.14141414141413,M26_1,筷子基總站,1,22.208334,113.543538
M26_2,Macau Peninsula,193.53535353535355,191.5151515151515,153.53535353535355,M26_2,筷子基總站,1,22.208466,113.543494
M26_3,Macau Peninsula,218.43434343434345,218.43434343434345,222.22222222222223,M26_3,筷子基總站,1,22.208736,113.543404
M26_4,Macau Peninsula,348.0,348.0,327.6923076923077,M26_4,筷子基總站,1,22.209166,113.543261
M270_1,Macau Peninsula,402.9301587301587,383.22164502164503,314.2210803689065,M270_1,塔石體育館,3,22.197047,113.546772
M270_2,Macau Peninsula,941.414184834773,906.1263060468942,849.5385257917227,M270_2,塔石體育館,10,22.196801,113.546568
M271_1,Macau Peninsula,381.81904761904764,317.47417027417026,271.4433025911287,M271_1,市政狗房,4,22.206894,113.546496
M272_1,Macau Peninsula,511.5213336371231,451.81281992860943,371.06318563206435,M272_1,愉景花園,5,22.204513,113.549409
M273_1,Macau Peninsula,274.5333333333333,269.8969696969697,257.6242424242424,M273_1,青茂/青葱大廈,3,22.212434,113.541181
M274_1,Macau Peninsula,334.74864024864024,334.74864024864024,288.42466030701326,M274_1,筷子基衛生中心,3,22.207954,113.544843
M276_1,Macau Peninsula,192.94470741779648,192.94470741779648,178.66267513848157,M276_1,馬場海邊馬路,3,22.210093,113.550235
M27_1,Macau Peninsula,449.75729825729826,415.91963591963594,381.53288541523835,M27_1,關閘馬路/三角花園,5,22.210711,113.548525
M281_1,Macau Peninsula,271.6206349206349,271.6206349206349,232.27448107448106,M281_1,祐漢第一街,3,22.212101,113.549663
M282_1,Macau Peninsula,241.12777777777777,229.4611111111111,216.86868686868686,M282_1,永定街,2,22.212877,113.549782
M283_1,Macau Peninsula,198.41269841269843,169.95555555555555,188.28282828282826,M283_1,馬場大馬路,1,22.213798,113.550239
M284_1,Macau Peninsula,160.6095238095238,143.8095238095238,127.8030303030303,M284_1,華大新村,2,22.213438,113.548522
M285_1,Macau Peninsula,172.98124098124097,172.98124098124097,139.2150072150072,M285_1,台山平民大廈,2,22.213585,113.546175
M28_1,Macau Peninsula,1149.2642470251167,1146.133812242508,992.0328745328745,M28_1,黑沙環馬路,10,22.208041,113.549766
M28_2,Macau Peninsula,370.3539117886944,336.5162494510321,321.76430976430976,M28_2,黑沙環馬路,5,22.20812,113.549739
M29_1,Macau Peninsula,474.6327561327561,440.7950937950938,379.61993561993563,M29_1,慕拉士馬路,6,22.208519,113.550256
M2_1,Macau Peninsula,806.8387991093873,806.8387991093873,754.1263372792785,M2_1,東方明珠總站,4,22.210456,113.556993
M30_1,Macau Peninsula,466.5460087416609,466.5460087416609,434.90283790283786,M30_1,黑沙環第五街,4,22.208447,113.550756
M31_1,Macau Peninsula,593.2151282409347,548.578764604571,523.3599833857899,M31_1,白朗古/跑狗場,6,22.209177,113.545025
M32_2,Macau Peninsula,184.78571428571428,184.78571428571428,131.2,M32_2,望廈總站,1,22.206958,113.551317
M32_4,Macau Peninsula,169.95555555555555,169.95555555555555,169.95555555555555,M32_4,望廈總站,1,22.206889,113.551269
M33_1,Macau Peninsula,541.8793363499245,538.7489015673159,481.1998491704374,M33_1,俾利喇/望德樓,4,22.207392,113.550903
M35_1,Macau Peninsula,335.98989898989896,302.15223665223664,232.3232323232323,M35_1,慕拉士馬路/望善樓,5,22.206661,113.552476
M35_2,Macau Peninsula,483.33172302737523,483.33172302737523,470.38135938135935,M35_2,慕拉士馬路/望善樓,4,22.206831,113.552267
M36_1,Macau Peninsula,229.53140096618358,229.53140096618358,213.59595959595958,M36_1,慕拉士巷,2,22.206633,113.552625
M36_2,Macau Peninsula,830.575935336805,796.7382729991425,700.9268139268139,M36_2,慕拉士巷,9,22.206551,113.55272
M38_1,Macau Peninsula,541.8793363499245,538.7489015673159,481.1998491704374,M38_1,望賢樓,4,22.20576,113.549558
M39_1,Macau Peninsula,732.3419913419914,729.2115565593826,629.2878787878788,M39_1,澳廣視,6,22.205907,113.54958
M3_1,Macau Peninsula,584.6103896103896,584.6103896103896,596.4935064935065,M3_1,媽閣交通樞紐,2,22.183887,113.530029
M3_2,Macau Peninsula,428.26982323232323,416.60315656565655,270.52777777777777,M3_2,媽閣交通樞紐,3,22.184021,113.530042
M3_3,Macau Peninsula,547.047619047619,547.047619047619,515.8917748917748,M3_3,媽閣交通樞紐,2,22.184159,113.530055
M3_4,Macau Peninsula,525.0454545454545,524.1672344049393,560.4292082186819,M3_4,媽閣交通樞紐,3,22.18427,113.530066
M40_1,Macau Peninsula,86.88311688311688,86.88311688311688,81.8047138047138,M40_1,福海花園,1,22.205677,113.551348
M43_1,Macau Peninsula,86.88311688311688,86.88311688311688,81.8047138047138,M43_1,螺絲山公園,1,22.203151,113.551861
M45_1,Macau Peninsula,318.8479411088107,318.8479411088107,304.45021645021643,M45_1,荷蘭園/栢蕙,3,22.202862,113.550374
M46_1,Macau Peninsula,485.74170274170274,481.1053391053391,444.3746031746032,M46_1,鮑思高球場,4,22.202589,113.55174
M46_2,Macau Peninsula,510.72432999769956,464.89099666436624,440.08910533910534,M46_2,鮑思高球場,6,22.20241,113.551957
M47_2,Macau Peninsula,620.6699468808165,585.3820680929376,541.4819624819625,M47_2,新雅馬路/母親會,7,22.203229,113.553047
M48_1,Macau Peninsula,985.2192593330701,937.1530255668363,845.020609020609,M48_1,慕拉士/飛通大廈,11,22.205172,113.554391
M4_1,Macau Peninsula,156.03140096618358,156.03140096618358,101.77777777777777,M4_1,鄭觀應公立學校,2,22.213655,113.54491
M4_2,Macau Peninsula,453.7963203463204,453.7963203463204,390.2695526695527,M4_2,鄭觀應公立學校,5,22.213638,113.545251
M50_1,Macau Peninsula,333.2439882697947,300.84398826979475,187.25178047758692,M50_1,勞動節大馬路/廣華,6,22.207798,113.557519
M51_1,Macau Peninsula,735.8040900418139,715.7421852799091,666.0466570466571,M51_1,東北大馬路/廣華,8,22.207695,113.556188
M52_1,Macau Peninsula,718.7501061030473,700.138417791359,623.7137307137307,M52_1,漁翁街/勞工事務局,8,22.204754,113.559992
M53_1,Macau Peninsula,768.4183261183261,749.8066378066378,665.6756354756354,M53_1,水塘北角/勞工事務局,9,22.204693,113.559912
M54_1,Macau Peninsula,500.178875452245,464.89099666436624,440.08910533910534,M54_1,電力公司,6,22.203879,113.554352
M55_1,Macau Peninsula,472.97364718614716,452.9117424242424,419.5517316017316,M55_1,東北大馬路/南澳,6,22.206123,113.554506
M59_1,Macau Peninsula,491.82918209005163,491.82918209005163,443.66522366522366,M59_1,荷蘭花園,5,22.201624,113.549411
M5_1,Macau Peninsula,214.77720057720057,214.77720057720057,189.02222222222224,M5_1,街總社區服務大樓,2,22.213255,113.544048
M60_1,Macau Peninsula,409.2740682256811,409.2740682256811,363.5996724460222,M60_1,青茂/何賢紳士馬路,6,22.211438,113.5415
M61_1,Macau Peninsula,683.7959930568626,683.7959930568626,657.0787878787878,M61_1,二龍喉公園,6,22.200951,113.550751
M61_2,Macau Peninsula,975.3303523961418,912.567161480777,799.1187411876199,M61_2,二龍喉公園,10,22.200904,113.550694
M62_1,Macau Peninsula,147.20634920634922,132.97777777777776,94.14141414141413,M62_1,回力,2,22.19594,113.555204
M62_2,Macau Peninsula,255.06493506493507,255.06493506493507,195.50197628458497,M62_2,回力,1,22.196114,113.555338
M62_3,Macau Peninsula,173.76623376623377,173.76623376623377,163.6094276094276,M62_3,回力,1,22.19656,113.555191
M63_1,Macau Peninsula,461.106746031746,461.106746031746,384.34805954279636,M63_1,紀念孫中山公園,4,22.215371,113.545306
M64_1,Macau Peninsula,508.82143925018687,476.4214392501869,332.7366289624354,M64_1,黑沙環新街/南華,7,22.206324,113.557092
M65_1,Macau Peninsula,265.9442407950472,236.48969534050178,192.5556841762275,M65_1,青茂/青洲坊,4,22.211733,113.541904
M66_1,Macau Peninsula,109.21717171717172,109.21717171717172,111.11111111111111,M66_1,水塘馬路,1,22.199732,113.554654
M67_1,Macau Peninsula,306.9861111111111,306.9861111111111,264.2753322700691,M67_1,青茂口岸,3,22.21326,113.54279
M68_1,Macau Peninsula,182.15656565656565,182.15656565656565,180.76767676767676,M68_1,葡京路,2,22.190412,113.543901
M69_1,Macau Peninsula,610.9130358888424,552.0481008239072,554.4344866602931,M69_1,葡京酒店,8,22.1892,113.544779
M69_2,Macau Peninsula,905.1522640757935,905.2522640757935,788.4879282411251,M69_2,葡京酒店,9,22.189225,113.544841
M6_1,Macau Peninsula,213.43232323232323,183.97777777777776,182.06868686868688,M6_1,青茂/鴨涌河變電站,3,22.212608,113.540464
M70_1,Macau Peninsula,987.5815517815518,962.674913974914,917.01739001739,M70_1,澳門理工大學,10,22.193406,113.551966
M71_1,Macau Peninsula,1079.3275835275836,1049.784582084582,992.7377807377807,M71_1,廈門街/澳門理工大學,11,22.193117,113.551519
M72_1,Macau Peninsula,217.4025974025974,217.4025974025974,225.29042809042807,M72_1,陳瑞祺中學,2,22.198504,113.549041
M73_1,Macau Peninsula,723.4402597402598,674.2772005772006,601.4527302005563,M73_1,得勝花園,7,22.199441,113.548956
M73_2,Macau Peninsula,731.9266233766234,721.9527542505804,644.6930735930736,M73_2,得勝花園,7,22.199211,113.5487
M75_1,Macau Peninsula,287.8712953712954,287.8712953712954,249.5732894556424,M75_1,高美士中葡中學,2,22.198708,113.547713
M76_1,Macau Peninsula,586.5974025974026,586.5974025974026,530.9956709956709,M76_1,盧廉若公園,5,22.200022,113.548169
M76_2,Macau Peninsula,772.0290043290044,752.3204906204907,665.4916431394693,M76_2,盧廉若公園,8,22.200173,113.548284
M77_1,Macau Peninsula,99.0,99.0,97.0909090909091,M77_1,羅利老馬路,1,22.200305,113.547126
M78_1,Macau Peninsula,282.5308515014397,282.5308515014397,244.50485575805266,M78_1,沙嘉都喇街,2,22.19947,113.546559
M7_1,Macau Peninsula,297.7692307692308,297.7692307692308,305.1923076923077,M7_1,關閘馬路,2,22.212787,113.54864
M7_2,Macau Peninsula,172.98124098124097,172.98124098124097,139.2150072150072,M7_2,關閘馬路,2,22.212566,113.548608
M7_3,Macau Peninsula,255.44011544011545,235.73160173160173,236.1734613212874,M7_3,關閘馬路,2,22.21231,113.54857
M800_7,Macau Peninsula,113.14285714285714,113.14285714285714,92.57142857142857,M800_7,港珠澳大橋邊檢大樓,1,22.201473,113.574388
M800_8,Macau Peninsula,151.08734402852048,151.08734402852048,151.08734402852048,M800_8,港珠澳大橋邊檢大樓,1,22.201476,113.574241
M81_1,Macau Peninsula,282.5308515014397,282.5308515014397,244.50485575805266,M81_1,歸僑總會,2,22.200343,113.545255
M82_1,Macau Peninsula,130.5194805194805,130.5194805194805,143.48571428571427,M82_1,賈伯樂/沙嘉都喇,1,22.20021,113.546038
M83_1,Macau Peninsula,229.5194805194805,229.5194805194805,240.57662337662336,M83_1,賈伯樂/培正,2,22.201021,113.54704
M84_1,Macau Peninsula,664.1126984126984,644.4041847041847,586.263167910994,M84_1,高士德/培正,6,22.201611,113.548396
M84_2,Macau Peninsula,570.0578978187674,565.4215341824038,514.4107744107744,M84_2,高士德/培正,6,22.201626,113.548379
M85_1,Macau Peninsula,99.0,99.0,97.0909090909091,M85_1,羅利老/得勝花園,1,22.199282,113.548101
M86_1,Macau Peninsula,405.71996753246754,405.71996753246754,351.1136363636364,M86_1,渡船街/俾利喇街,4,22.201717,113.545597
M87_1,Macau Peninsula,567.8061258186258,558.8423577026838,534.8342562666091,M87_1,連勝馬路,5,22.201305,113.54461
M88_1,Macau Peninsula,644.4848819457515,627.6848819457515,603.8973063973064,M88_1,高士德/賈伯樂,8,22.202173,113.547948
M8_1,Macau Peninsula,415.10860154338417,395.4000878348705,375.23320158102763,M8_1,巴波沙大馬路,4,22.212753,113.547588
M8_2,Macau Peninsula,685.6110591074538,685.6110591074538,672.8621413585361,M8_2,巴波沙大馬路,7,22.212793,113.547591
M90_1,Macau Peninsula,319.4105339105339,315.26999811782423,280.35858585858585,M90_1,雅廉花園,3,22.203162,113.548807
M91_1,Macau Peninsula,639.0477633477633,579.3392496392496,526.276635924462,M91_1,高士德/亞利鴉架街,7,22.20363,113.546144
M92_1,Macau Peninsula,825.8609259892155,825.8609259892155,715.0937887648414,M92_1,俾利喇/高士德,8,22.203206,113.547304
M93_1,Macau Peninsula,192.22222222222223,192.22222222222223,151.2153110047847,M93_1,海擎天總站,1,22.205692,113.541625
M94_1,Macau Peninsula,311.6391547049442,267.00279106858056,256.30461592670895,M94_1,沙梨頭南街/蘭花前地,5,22.206201,113.543151
M95_2,Macau Peninsula,40.0,,,M95_2,沙梨頭北街/筷子基北灣,1,22.208841,113.541755
M95_3,Macau Peninsula,440.191636226441,440.191636226441,419.1921113395232,M95_3,沙梨頭北街/筷子基北灣,5,22.208892,113.541739
M96_1,Macau Peninsula,506.1186258186258,497.1548577026838,481.17516535751827,M96_1,連勝馬路/高士德,4,22.203605,113.545106
M97_1,Macau Peninsula,172.98124098124097,172.98124098124097,139.2150072150072,M97_1,雅廉訪/俾利喇,2,22.203536,113.548223
M98_1,Macau Peninsula,644.4848819457515,627.6848819457515,603.8973063973064,M98_1,高士德/連勝,8,22.203958,113.545928
M99_1,Macau Peninsula,305.3912311521007,300.7548675157371,289.07744107744105,M99_1,高士德/紅街市,4,22.204919,113.544681
M9_1,Macau Peninsula,482.38062558356677,423.64722010016123,377.926911976912,M9_1,關閘廣場,4,22.214866,113.549449
T300_1,Taipa & Cotai,1334.5983899141793,1251.322199437989,1155.8872767456292,T300_1,史伯泰/盧廉若,16,22.16266,113.552686
T301_1,Taipa & Cotai,59.42857142857143,59.42857142857143,59.42857142857143,T301_1,盧廉若/菩提園,1,22.16165,113.551322
T302_1,Taipa & Cotai,59.42857142857143,59.42857142857143,59.42857142857143,T302_1,盧廉若/葡京花園,1,22.15948,113.548413
T303_1,Taipa & Cotai,188.0,188.0,188.42857142857142,T303_1,旅遊學院氹仔校區,2,22.163491,113.559343
T304_1,Taipa & Cotai,796.172704488494,786.6050277208171,712.2174153332048,T304_1,氹仔大中華廣場,8,22.160685,113.556702
T305_1,Taipa & Cotai,188.0,188.0,188.42857142857142,T305_1,城市大學,2,22.16385,113.556383
T306_1,Taipa & Cotai,548.650393466183,525.669152484942,467.2146119834907,T306_1,氹仔嘉樂庇馬路,7,22.153101,113.563067
T306_2,Taipa & Cotai,171.95238095238093,171.95238095238093,171.83276372750058,T306_2,氹仔嘉樂庇馬路,6,22.153173,113.563052
T307_1,Taipa & Cotai,427.34718614718616,427.34718614718616,409.1753246753247,T307_1,宋玉生博士圓形地,6,22.16258,113.555013
T308_1,Taipa & Cotai,695.4500493658388,633.7738588896484,564.7732942369098,T308_1,氹仔電訊,8,22.160619,113.55664
T308_3,Taipa & Cotai,586.1479076479077,586.1479076479077,547.0750214697583,T308_3,氹仔電訊,8,22.160883,113.556387
T309_1,Taipa & Cotai,595.5875541125541,542.6008202635252,496.51546025802315,T309_1,泉亮花園,10,22.159096,113.558219
T310_1,Taipa & Cotai,732.5190248348143,726.2240753398648,660.0226101383996,T310_1,泉裕豪庭,6,22.158772,113.558523
T310_2,Taipa & Cotai,461.04761904761904,370.8917748917749,344.6233766233766,T310_2,泉裕豪庭,8,22.158752,113.558541
T311_1,Taipa & Cotai,864.7278271436167,749.0516366674261,656.995516459132,T311_1,百利寶花園,10,22.157876,113.559238
T311_2,Taipa & Cotai,537.1847041847042,504.3015873015873,475.4711253658622,T311_2,百利寶花園,10,22.158056,113.559067
T313_1,Taipa & Cotai,649.6758263666159,592.9332483617427,490.4629601265757,T313_1,氹仔茵景園,13,22.156125,113.55992
T314_1,Taipa & Cotai,98.7012987012987,65.81818181818181,65.81818181818181,T314_1,信虹花園,5,22.156332,113.559859
T314_2,Taipa & Cotai,714.7845926003821,631.803351619141,573.2291938928095,T314_2,信虹花園,10,22.15639,113.55987
T315_1,Taipa & Cotai,553.0427094834989,529.1832483617427,490.4629601265757,T315_1,氹仔CEM貨倉,11,22.154661,113.561381
T316_1,Taipa & Cotai,591.2240753398648,501.78792815371764,428.11248787931777,T316_1,北安大馬路/新城區,7,22.164759,113.566684
T317_1,Taipa & Cotai,374.74603174603175,345.4487734487734,228.55246069719755,T317_1,北安大馬路/和睦街,5,22.163378,113.57106
T318_1,Taipa & Cotai,787.0969687317513,780.8020192368019,721.8079698079698,T318_1,泉悅花園,7,22.156385,113.559484
T319_1,Taipa & Cotai,787.0969687317513,780.8020192368019,721.8079698079698,T319_1,嘉模泳池,7,22.154966,113.559214
T320_1,Taipa & Cotai,787.0969687317513,780.8020192368019,721.8079698079698,T320_1,氹仔官也街,7,22.153048,113.55714
T321_1,Taipa & Cotai,787.0969687317513,780.8020192368019,721.8079698079698,T321_1,氹仔中葡小學,7,22.152149,113.555292
T322_1,Taipa & Cotai,108.33395989974937,108.33395989974937,106.10548172757476,T322_1,信安馬路,2,22.16225,113.56951
T323_1,Taipa & Cotai,787.0969687317513,780.8020192368019,721.8079698079698,T323_1,黑橋/地堡街,7,22.154494,113.556217
