stop_code,zone,weekdays,weekends,holidays,code,nameCht,n_routes,lat,lng
M100_1,Macau Peninsula,287.8712953712954,287.8712953712954,249.5732894556424,M100_1,水坑尾/高可寧大宅,2,22.19436,113.543809
M101_1,Macau Peninsula,326.2871572871573,325.27705627705626,317.3443001443001,M101_1,幸運閣,3,22.204187,113.547566
M102_1,Macau Peninsula,192.696449792038,192.696449792038,169.26589423648247,M102_1,船澳街,2,22.206914,113.54035
M103_1,Macau Peninsula,277.2126696832579,274.0822349006492,255.86651583710406,M103_1,聖方濟各老人院,2,22.20458,113.548554
M104_1,Macau Peninsula,572.8345418470418,562.3648448773449,543.4848725348725,M104_1,觀音堂,6,22.204172,113.549821
M105_1,Macau Peninsula,512.3385281385281,447.9936507936508,414.929016876843,M105_1,望廈炮台,5,22.205684,113.547982
M106_1,Macau Peninsula,334.74864024864024,334.74864024864024,288.42466030701326,M106_1,雅廉訪/聖心,3,22.205369,113.546003
M107_1,Macau Peninsula,344.35122655122655,335.38745843528454,331.96551226551225,M107_1,聖心學校,3,22.20585,113.54682
M108_1,Macau Peninsula,716.9338041043924,660.1338041043923,597.9442568095819,M108_1,俾若翰街/綠楊花園,9,22.207449,113.540826
M108_3,Macau Peninsula,29.454545454545453,,,M108_3,俾若翰街/綠楊花園,1,22.207623,113.541469
M109_1,Macau Peninsula,325.8260233918129,325.8260233918129,305.1724147945078,M109_1,提督/高士德,3,22.205016,113.543982
M10_1,Macau Peninsula,865.8484450190333,815.2107826813709,797.5195588725,M10_1,台山街市,10,22.210444,113.546125
M10_2,Macau Peninsula,804.815899107495,803.805798097394,730.3244399549482,M10_2,台山街市,9,22.210432,113.546243
M110_1,Macau Peninsula,344.03246753246754,344.03246753246754,297.45454545454544,M110_1,渡船街/婦聯,3,22.202275,113.544055
M111_1,Macau Peninsula,716.8675093541854,716.8675093541854,705.7581814839879,M111_1,昌明花園,7,22.204431,113.543222
M112_1,Macau Peninsula,1042.6935327459983,1042.6935327459983,1010.9305962784957,M112_1,沙梨頭/華寶工業大廈,10,22.202624,113.538659
M113_1,Macau Peninsula,745.9302404827059,745.9302404827059,748.6661385140379,M113_1,提督/紅街市,7,22.204657,113.543385
M114_1,Macau Peninsula,695.8819948686709,695.8819948686709,700.8463710721775,M114_1,沙梨頭海邊街,6,22.20307,113.540138
M116_1,Macau Peninsula,282.5308515014397,282.5308515014397,244.50485575805266,M116_1,亞利鴉架街,2,22.202287,113.545662
